time,t2m_c_anom,tcc_anom,ssr_anom,str_nlw_anom,tisr_anom,tsr_anom,ttr_anom,number_anom,t2m_c_max_anom,t2m_c_min_anom,net_rad_anom,reflected_solar_anom
2024-03-02,-1.4226,0.1018,-3.2066,1.0711,-2.969,-3.7291,1.3164,0.0,-1.6728,-0.8262,-2.1355,0.7602
2024-03-03,-1.9012,0.0197,-2.3616,0.4987,-2.7291,-2.9238,0.6923,0.0,-2.3401,-1.2513,-1.8629,0.1947
2024-03-04,-1.9901,0.035,-1.5138,-0.2493,-2.492,-2.206,0.5597,0.0,-2.1897,-1.6912,-1.7631,-0.286
2024-03-05,-1.9356,0.0807,-1.1816,-0.4015,-2.2576,-1.9351,0.8983,0.0,-1.917,-2.0164,-1.583,-0.3225
2024-03-06,-1.6964,0.1401,-1.3965,-0.178,-2.0261,-1.959,1.5161,0.0,-1.6634,-1.819,-1.5746,-0.0671
2024-03-07,-1.555,0.0435,-0.8619,-0.6677,-1.7974,-1.5646,1.0084,0.0,-1.3977,-1.7357,-1.5296,-0.2329
2024-03-08,-1.304,-0.0332,-0.1648,-1.0315,-1.5717,-0.9193,0.464,0.0,-1.0507,-1.6815,-1.1963,-0.6524
2024-03-09,-1.0441,-0.0319,0.4713,-1.1374,-1.3489,-0.4024,-0.0281,0.0,-0.828,-1.3585,-0.6661,-0.9465
2024-03-10,-0.769,-0.0597,-0.1777,-0.4908,-1.1292,-0.8012,-0.0193,0.0,-0.5689,-1.1257,-0.6684,-0.328
2024-03-11,-0.1044,-0.0587,0.2968,-0.0059,-0.9125,0.0653,-1.5613,0.0,0.0047,-0.4965,0.291,-0.9779
2024-03-12,-0.0402,-0.0436,0.5702,-0.1874,-0.6989,0.3475,-1.8076,0.0,-0.016,0.0253,0.3829,-1.0465
2024-03-13,-0.2565,-0.0384,0.0513,-0.0358,-0.4884,-0.2088,-1.5237,0.0,-0.3204,-0.2114,0.0155,-0.2796
2024-03-14,-0.3063,-0.1275,0.8665,-0.6968,-0.281,0.4865,-2.0715,0.0,-0.242,-0.2525,0.1698,-0.7675
2024-03-15,-0.2954,-0.1369,1.4858,-1.1306,-0.0767,0.8908,-2.2288,0.0,0.0271,-0.6637,0.3552,-0.9676
2024-03-16,-0.1432,-0.0614,0.8442,-0.7864,0.1244,0.4274,-1.1229,0.0,-0.0068,-0.2824,0.0578,-0.303
2024-03-17,-0.0401,-0.0419,1.0144,-0.5746,0.3223,0.8388,-0.5713,0.0,0.091,-0.2412,0.4398,-0.5165
2024-03-18,0.0886,-0.0945,1.3122,-0.6333,0.5171,1.1987,-0.4532,0.0,0.3762,-0.2484,0.6789,-0.6816
2024-03-19,0.2628,-0.0561,0.9158,-0.3702,0.7087,0.9473,0.2118,0.0,0.297,0.0932,0.5455,-0.2386
2024-03-20,0.1086,0.0167,-0.9873,0.4155,0.8972,-0.7352,1.1743,0.0,-0.0605,0.247,-0.5718,1.6324
